data,esalq_rs_sc50kg,ny_cont_clb,tela,usd_ptax,ny_equiv_rs_sc50kg
2026-08-14,97.9,16.6,V26,5.2236,102.78
2026-08-13,98.31,16.82,V26,5.1859,103.39
2026-08-12,97.41,16.42,V26,5.1639,100.5
2026-08-11,96.94,16.73,V26,5.1285,101.7
2026-08-10,97.51,16.47,V26,5.0963,99.49
2026-08-07,96.02,16.45,V26,5.0908,99.26
2026-08-06,93.88,15.57,V26,5.1017,94.15
2026-08-05,92.47,15.15,V26,5.1154,91.86
2026-08-04,91.89,15.04,V26,5.1053,91.01
2026-08-03,90.82,15.01,V26,5.0723,90.24
2026-07-31,91.5,14.66,V26,5.0773,88.22
2026-07-30,92.4,14.43,V26,5.0739,86.78
2026-07-29,92.93,14.5,V26,5.1217,88.02
2026-07-28,92.39,14.55,V26,5.1177,88.26
2026-07-27,92.75,14.58,V26,5.1005,88.14
2026-07-24,93.3,14.77,V26,5.0666,88.7
2026-07-23,91.49,14.69,V26,5.0807,88.46
2026-07-22,91.68,14.74,V26,5.0638,88.47
2026-07-21,91.13,14.88,V26,5.078,89.56
2026-07-20,92.23,14.82,V26,5.0894,89.4
2026-07-17,93.56,14.83,V26,5.1176,89.96
2026-07-16,91.15,14.44,V26,5.0975,87.25
2026-07-15,91.58,14.85,V26,5.0727,89.29
2026-07-14,92.11,14.88,V26,5.0742,89.49
2026-07-13,90.72,14.75,V26,5.1183,89.48
2026-07-10,91.21,14.88,V26,5.1088,90.1
2026-07-09,92.21,15.12,V26,5.1329,91.99
2026-07-08,92.21,15.11,V26,5.1552,92.33
2026-07-07,93.87,15.14,V26,5.1458,92.34
2026-07-06,91.94,15.22,V26,5.167,93.21
2026-07-02,92.23,14.85,V26,5.1945,91.43
2026-07-01,91.29,14.99,V26,5.195,92.3
2026-06-30,91.27,14.34,N26,5.1766,87.99
2026-06-29,92.69,14.29,N26,5.1717,87.6
2026-06-26,92.31,13.98,N26,5.1695,85.66
2026-06-25,92.73,13.55,N26,5.1892,83.34
2026-06-24,92.44,13.42,N26,5.2098,82.87
2026-06-23,94.07,13.42,N26,5.1743,82.3
2026-06-22,91.6,13.35,N26,5.1395,81.32
2026-06-18,90.75,13.59,N26,5.1613,83.14
2026-06-17,91.48,13.85,N26,5.0641,83.13
2026-06-16,92.1,13.82,N26,5.078,83.18
2026-06-15,93.63,13.68,N26,5.043,81.77
2026-06-12,92.84,13.7,N26,5.0827,82.53
2026-06-11,92.18,13.79,N26,5.1478,84.14
2026-06-10,92.35,13.92,N26,5.1763,85.4
2026-06-09,92.9,14.08,N26,5.1693,86.27
2026-06-08,91.36,14.12,N26,5.1695,86.52
2026-06-05,93.24,14.14,N26,5.1244,85.88
2026-06-03,93.24,14.24,N26,5.0415,85.09
2026-06-02,93.02,14.38,N26,5.016,85.49
2026-06-01,94.27,14.45,N26,5.0303,86.16
2026-05-29,93.0,14.06,N26,5.0569,84.27
2026-05-28,93.84,13.93,N26,5.0517,83.41
2026-05-27,94.22,14.14,N26,5.0579,84.77
2026-05-26,93.09,14.54,N26,5.0211,86.53
2026-05-22,93.56,14.7,N26,5.014,87.36
2026-05-21,94.08,14.9,N26,5.0077,88.44
2026-05-20,93.25,14.73,N26,5.0301,87.82
2026-05-19,93.96,15.01,N26,5.0378,89.63
2026-05-18,94.7,14.73,N26,5.0093,87.46
2026-05-15,95.04,14.8,N26,5.0654,88.86
2026-05-14,95.23,14.99,N26,4.9809,88.5
2026-05-13,96.52,15.38,N26,4.9118,89.54
2026-05-12,96.3,15.01,N26,4.8977,87.14
2026-05-11,96.6,14.91,N26,4.8973,86.55
2026-05-08,96.59,14.69,N26,4.8999,85.32
2026-05-07,97.83,14.54,N26,4.917,84.74
2026-05-06,97.72,14.81,N26,4.9274,86.5
2026-05-05,97.43,15.37,N26,4.9242,89.71
2026-05-04,97.83,15.29,N26,4.9587,89.87
2026-04-30,97.91,14.58,K26,4.9886,86.21
2026-04-29,99.82,14.68,K26,4.9985,86.97
2026-04-28,97.66,14.11,K26,4.9878,83.42
2026-04-27,98.71,13.83,K26,4.97,81.47
2026-04-24,99.66,13.93,K26,5.0083,82.69
2026-04-23,96.06,13.6,K26,4.9539,79.86
2026-04-22,99.04,13.57,K26,4.9653,79.86
2026-04-20,99.39,13.47,K26,4.9844,79.58
2026-04-17,99.9,13.31,K26,4.9695,78.4
2026-04-16,99.14,13.66,K26,5.0007,80.97
2026-04-15,99.37,13.51,K26,4.9928,79.95
2026-04-14,101.5,13.88,K26,4.9806,81.94
2026-04-13,103.47,13.68,K26,5.0244,81.47
2026-04-10,105.78,13.75,K26,5.0229,81.86
2026-04-09,104.16,13.92,K26,5.0821,83.85
2026-04-08,103.82,14.23,K26,5.0899,85.85
2026-04-07,103.38,14.58,K26,5.1625,89.22
2026-04-06,104.16,14.97,K26,5.1532,91.44
2026-04-02,105.06,15.0,K26,5.1655,91.84
2026-04-01,105.33,15.29,K26,5.1606,93.53
2026-03-31,105.46,15.52,K26,5.2194,96.01
2026-03-30,105.41,15.55,K26,5.2353,96.49
2026-03-27,103.29,15.76,K26,5.2376,97.84
2026-03-26,103.83,15.87,K26,5.2308,98.39
2026-03-25,102.28,15.55,K26,5.2275,96.35
2026-03-24,102.26,15.88,K26,5.2599,99.0
2026-03-23,100.77,15.52,K26,5.244,96.47
2026-03-20,101.32,15.7,K26,5.28,98.25
2026-03-19,100.51,15.37,K26,5.2587,95.8
2026-03-18,98.16,14.8,K26,5.2112,91.42
2026-03-17,97.11,14.45,K26,5.2022,89.1
2026-03-16,97.62,14.19,K26,5.2647,88.55
2026-03-13,97.24,14.37,K26,5.2541,89.49
2026-03-12,95.79,14.38,K26,5.2051,88.72
2026-03-11,97.28,14.25,K26,5.1596,87.15
2026-03-10,98.52,14.38,K26,5.1622,87.99
2026-03-09,98.31,14.59,K26,5.2139,90.17
2026-03-06,97.38,14.1,K26,5.2878,88.37
2026-03-05,97.62,13.72,K26,5.2447,85.29
2026-03-04,98.23,13.73,K26,5.2091,84.77
2026-03-03,98.23,13.93,K26,5.287,87.29
2026-03-02,98.55,13.91,K26,5.2001,85.74
2026-02-27,98.59,14.3,H26,5.1495,87.28
2026-02-26,98.14,14.41,H26,5.1382,87.76
2026-02-25,98.28,14.59,H26,5.144,88.96
2026-02-24,99.11,14.55,H26,5.1682,89.13
2026-02-23,99.09,14.45,H26,5.1635,88.44
2026-02-20,100.45,14.3,H26,5.2006,88.15
2026-02-19,101.9,14.07,H26,5.2257,87.15
2026-02-18,99.25,14.17,H26,5.2349,87.92
2026-02-13,99.51,13.78,H26,5.2288,85.4
2026-02-12,98.53,13.75,H26,5.1674,84.22
2026-02-11,99.67,13.84,H26,5.1836,85.03
2026-02-10,101.65,14.12,H26,5.2021,87.06
2026-02-09,100.1,14.35,H26,5.1943,88.35
2026-02-06,100.63,14.11,H26,5.2341,87.54
2026-02-05,101.76,14.27,H26,5.258,88.93
2026-02-04,102.82,14.44,H26,5.2359,89.61
2026-02-03,105.81,14.63,H26,5.2236,90.58
2026-02-02,106.29,14.26,H26,5.2587,88.88
2026-01-30,104.89,14.27,H26,5.2301,88.46
2026-01-29,104.78,14.7,H26,5.1956,90.53
2026-01-28,104.6,14.71,H26,5.1838,90.38
2026-01-27,104.95,14.83,H26,5.2392,92.09
2026-01-26,104.92,14.79,H26,5.276,92.49
2026-01-23,104.84,14.73,H26,5.2879,92.32
2026-01-22,104.59,14.96,H26,5.3118,94.19
2026-01-21,104.66,14.74,H26,5.3368,93.24
2026-01-20,103.44,14.72,H26,5.379,93.85
2026-01-16,103.97,14.96,H26,5.3798,95.39
2026-01-15,106.98,14.57,H26,5.3846,92.99
2026-01-14,106.71,14.68,H26,5.3795,93.6
2026-01-13,105.4,14.89,H26,5.3764,94.89
2026-01-12,106.65,14.84,H26,5.376,94.56
2026-01-09,106.65,14.89,H26,5.3707,94.79
2026-01-08,107.34,14.97,H26,5.386,95.57
2026-01-07,107.91,14.98,H26,5.388,95.67
2026-01-06,106.76,14.76,H26,5.3797,94.12
2026-01-05,108.77,14.73,H26,5.4351,94.89
2026-01-02,109.99,14.6,H26,5.4372,94.09
2025-12-30,109.99,14.84,H26,5.5024,96.78
2025-12-29,109.99,15.26,H26,5.5739,100.82
2025-12-26,110.63,15.17,H26,5.5413,99.64
2025-12-23,110.63,15.2,H26,5.5643,100.25
2025-12-22,110.63,14.99,H26,5.5389,98.41
2025-12-19,110.75,14.82,H26,5.516,96.89
2025-12-18,111.0,14.48,H26,5.5283,94.88
2025-12-17,109.65,14.76,H26,5.5093,96.38
2025-12-16,109.74,14.82,H26,5.4505,95.74
2025-12-15,109.1,14.95,H26,5.3929,95.56
2025-12-12,110.43,15.1,H26,5.4011,96.67
2025-12-11,109.94,14.85,H26,5.4237,95.46
2025-12-10,112.9,14.91,H26,5.4656,96.59
2025-12-09,110.82,14.67,H26,5.457,94.89
2025-12-08,107.39,14.82,H26,5.4249,95.29
2025-12-05,107.39,14.8,H26,5.3405,93.68
2025-12-04,107.58,14.88,H26,5.2952,93.39
2025-12-03,107.42,14.93,H26,5.3114,93.99
2025-12-02,108.77,14.98,H26,5.3465,94.93
2025-12-01,109.02,14.76,H26,5.3469,93.54
2025-11-28,108.5,15.21,H26,5.3338,96.16
2025-11-26,106.98,15.14,H26,5.3694,96.35
2025-11-25,105.52,14.91,H26,5.3841,95.15
2025-11-24,106.12,14.82,H26,5.3948,94.76
2025-11-21,106.5,14.78,H26,5.3902,94.43
2025-11-19,106.81,14.66,H26,5.3346,92.7
2025-11-18,107.16,14.7,H26,5.3361,92.97
2025-11-17,106.25,14.8,H26,5.3108,93.16
2025-11-14,106.41,14.96,H26,5.2952,93.89
2025-11-13,107.06,14.44,H26,5.282,90.4
2025-11-12,107.14,14.52,H26,5.2885,91.02
2025-11-11,108.71,14.25,H26,5.2729,89.06
2025-11-10,107.84,14.2,H26,5.3181,89.51
2025-11-07,107.16,14.1,H26,5.3567,89.52
2025-11-06,108.32,14.19,H26,5.3451,89.9
2025-11-05,108.97,14.11,H26,5.3798,89.97
2025-11-04,109.68,14.22,H26,5.3846,90.76
2025-11-03,112.34,14.65,H26,5.3505,92.91
2025-10-31,113.65,14.43,H26,5.3843,92.09
2025-10-30,112.92,14.28,H26,5.385,91.15
2025-10-29,111.77,14.42,H26,5.3416,91.3
2025-10-28,111.04,14.37,H26,5.369,91.45
2025-10-27,111.13,14.46,H26,5.3744,92.11
2025-10-24,113.48,14.97,H26,5.3797,95.46
2025-10-23,112.28,15.29,H26,5.384,97.57
2025-10-22,112.02,15.1,H26,5.3898,96.47
2025-10-21,113.55,15.24,H26,5.3848,97.27
2025-10-20,114.8,15.72,H26,5.3771,100.19
2025-10-17,116.1,15.5,H26,5.439,99.92
2025-10-16,115.67,15.8,H26,5.4354,101.79
2025-10-15,116.52,15.69,H26,5.4464,101.29
2025-10-14,115.84,15.88,H26,5.4982,103.49
2025-10-13,116.73,15.61,H26,5.4629,101.08
2025-10-10,117.05,16.1,H26,5.4446,103.9
2025-10-09,116.98,16.26,H26,5.3538,103.18
2025-10-08,117.21,16.29,H26,5.3427,103.16
2025-10-07,117.99,16.63,H26,5.3363,105.18
2025-10-06,117.56,16.81,H26,5.3226,106.05
2025-10-03,116.46,16.47,H26,5.3498,104.44
2025-10-02,117.61,16.4,H26,5.3449,103.9
2025-10-01,115.64,16.13,H26,5.3208,101.73
2025-09-30,117.33,16.1,V25,5.3186,101.49
2025-09-29,117.2,16.02,V25,5.3229,101.07
2025-09-26,117.61,15.87,V25,5.3445,100.53
2025-09-25,118.44,15.76,V25,5.3425,99.8
2025-09-24,118.7,15.64,V25,5.3112,98.46
2025-09-23,119.79,15.66,V25,5.3063,98.49
2025-09-22,119.7,15.25,V25,5.3457,96.63
2025-09-19,120.45,15.46,V25,5.3276,97.63
2025-09-18,119.33,15.38,V25,5.301,96.64
2025-09-17,119.37,15.54,V25,5.3011,97.64
2025-09-16,117.99,15.9,V25,5.3096,100.06
2025-09-15,117.77,16.0,V25,5.3208,100.91
2025-09-12,117.23,15.79,V25,5.3677,100.46
2025-09-11,118.96,15.82,V25,5.3858,100.99
2025-09-10,119.39,15.93,V25,5.4123,102.19
2025-09-09,119.52,15.84,V25,5.4278,101.91
2025-09-08,118.84,15.63,V25,5.4278,100.55
2025-09-05,119.65,15.55,V25,5.3968,99.47
2025-09-04,117.33,15.69,V25,5.4587,101.52
2025-09-03,117.81,16.03,V25,5.4485,103.52
2025-09-02,118.99,16.15,V25,5.468,104.67
2025-08-29,118.44,16.37,V25,5.4264,105.29
2025-08-28,118.6,16.48,V25,5.4115,105.71
2025-08-27,117.83,16.47,V25,5.4428,106.25
2025-08-26,119.04,16.41,V25,5.4218,105.46
2025-08-25,119.54,16.4,V25,5.4174,105.31
2025-08-22,120.42,16.48,V25,5.4392,106.25
2025-08-21,120.21,16.35,V25,5.4828,106.25
2025-08-20,119.34,16.57,V25,5.4726,107.48
2025-08-19,120.49,16.31,V25,5.4716,105.78
2025-08-18,121.11,16.25,V25,5.4155,104.31
2025-08-15,121.18,16.44,V25,5.3928,105.08
2025-08-14,119.65,16.58,V25,5.4095,106.31
2025-08-13,119.85,16.85,V25,5.3928,107.7
2025-08-12,119.92,16.94,V25,5.4052,108.53
2025-08-11,119.33,16.49,V25,5.4473,106.47
2025-08-08,119.83,16.25,V25,5.4254,104.5
2025-08-07,120.04,16.01,V25,5.4638,103.68
2025-08-06,120.36,16.01,V25,5.4802,103.99
2025-08-05,120.54,16.09,V25,5.5119,105.12
2025-08-04,119.24,16.25,V25,5.5113,106.15
2025-08-01,119.34,16.18,V25,5.5436,106.31
2025-07-31,120.45,16.35,V25,5.6021,108.56
2025-07-30,120.6,16.45,V25,5.6034,109.25
2025-07-29,120.62,16.59,V25,5.5764,109.65
2025-07-28,120.94,16.43,V25,5.5877,108.82
2025-07-25,121.09,16.29,V25,5.5426,107.02
2025-07-24,120.1,16.57,V25,5.5239,108.49
2025-07-23,119.83,16.24,V25,5.5537,106.9
2025-07-22,120.19,16.28,V25,5.5709,107.5
2025-07-21,120.32,16.37,V25,5.5625,107.93
2025-07-18,121.22,16.82,V25,5.5466,110.58
2025-07-17,120.11,16.74,V25,5.5737,110.59
2025-07-16,118.28,16.56,V25,5.5722,109.37
2025-07-15,117.32,16.56,V25,5.5576,109.09
2025-07-14,116.93,16.3,V25,5.5595,107.41
2025-07-11,116.09,16.57,V25,5.5722,109.44
2025-07-10,115.9,16.26,V25,5.5433,106.83
2025-07-09,116.09,16.56,V25,5.4626,107.22
2025-07-08,116.09,16.13,V25,5.4571,104.33
2025-07-07,117.44,16.28,V25,5.4552,105.27
2025-07-04,116.73,16.38,V25,5.409,105.02
2025-07-03,116.57,16.38,V25,5.4208,105.24
2025-07-02,115.95,15.58,V25,5.4512,100.67
2025-07-01,116.46,15.7,V25,5.4511,101.44
2025-06-30,116.61,15.48,N25,5.4571,100.13
2025-06-27,117.69,15.81,N25,5.4759,102.61
2025-06-26,118.76,15.65,N25,5.5145,102.29
2025-06-25,119.84,15.98,N25,5.5427,104.98
2025-06-24,120.73,15.77,N25,5.4938,102.69
2025-06-23,124.21,16.04,N25,5.5213,104.97
2025-06-20,123.02,16.1,N25,5.4957,104.87
2025-06-18,124.99,15.88,N25,5.4879,103.29
2025-06-17,126.89,16.08,N25,5.4773,104.39
2025-06-16,128.22,16.52,N25,5.5123,107.94
2025-06-13,125.53,16.13,N25,5.5652,106.4
2025-06-12,126.56,16.27,N25,5.5388,106.81
2025-06-11,127.06,16.42,N25,5.539,107.8
2025-06-10,130.08,16.48,N25,5.5557,108.52
2025-06-09,132.48,16.67,N25,5.576,110.17
2025-06-06,131.8,16.49,N25,5.5947,109.35
2025-06-05,131.4,16.57,N25,5.5969,109.92
2025-06-04,134.17,16.75,N25,5.6332,111.84
2025-06-03,134.7,16.9,N25,5.6694,113.57
2025-06-02,134.01,16.88,N25,5.6937,113.92
2025-05-30,133.59,17.05,N25,5.7087,115.37
2025-05-29,136.42,17.0,N25,5.6559,113.96
2025-05-28,134.63,16.9,N25,5.6936,114.05
2025-05-27,133.33,17.22,N25,5.6539,115.4
2025-05-23,134.3,17.29,N25,5.6932,116.67
2025-05-22,133.19,17.4,N25,5.639,116.3
2025-05-21,135.02,17.7,N25,5.6571,118.68
2025-05-20,133.27,17.34,N25,5.662,116.37
2025-05-19,134.94,17.45,N25,5.6591,117.05
2025-05-16,136.94,17.52,N25,5.6925,118.21
2025-05-15,138.02,17.67,N25,5.6328,117.97
2025-05-14,138.71,18.06,N25,5.61,120.09
2025-05-13,139.45,18.22,N25,5.6262,121.5
2025-05-12,141.15,17.7,N25,5.6822,119.21
2025-05-09,141.29,17.78,N25,5.6511,119.09
2025-05-08,141.36,17.5,N25,5.686,117.94
2025-05-07,141.75,17.13,N25,5.7375,116.49
2025-05-06,142.07,17.44,N25,5.721,118.26
2025-05-05,141.82,17.47,N25,5.652,117.04
2025-05-02,141.64,17.2,N25,5.6394,114.97
2025-04-30,143.92,17.46,K25,5.6608,117.15
2025-04-29,142.84,17.62,K25,5.6467,117.93
2025-04-28,143.04,17.84,K25,5.6681,119.85
2025-04-25,143.81,18.18,K25,5.6846,122.49
2025-04-24,143.62,17.92,K25,5.6738,120.51
2025-04-23,144.64,17.94,K25,5.688,120.95
2025-04-22,144.87,17.99,K25,5.7496,122.6
2025-04-17,144.31,17.93,K25,5.8559,124.45
2025-04-16,142.47,17.86,K25,5.8808,124.49
2025-04-15,142.68,17.52,K25,5.8707,121.91
2025-04-14,142.35,17.87,K25,5.8425,123.75
2025-04-11,141.59,18.0,K25,5.8737,125.32
2025-04-10,142.28,18.12,K25,5.9115,126.96
2025-04-09,141.29,17.91,K25,6.0605,128.65
2025-04-08,141.23,18.31,K25,5.9368,128.84
2025-04-07,140.42,18.68,K25,5.8877,130.36
2025-04-04,139.84,18.84,K25,5.7777,129.02
2025-04-03,139.0,19.11,K25,5.6067,127.0
2025-04-02,141.68,19.59,K25,5.6923,132.17
2025-04-01,141.03,19.35,K25,5.7051,130.85
2025-03-31,139.72,18.86,K25,5.7422,128.36
2025-03-28,139.42,18.96,K25,5.766,129.58
2025-03-27,137.96,19.09,K25,5.7474,130.05
2025-03-26,139.63,19.35,K25,5.7298,131.41
2025-03-25,137.89,19.51,K25,5.6992,131.79
2025-03-24,138.01,19.26,K25,5.7403,131.04
2025-03-21,139.14,19.72,K25,5.7241,133.79
2025-03-20,136.95,20.0,K25,5.6628,134.24
2025-03-19,139.94,19.69,K25,5.6657,132.23
2025-03-18,138.25,19.99,K25,5.6852,134.7
2025-03-17,139.87,19.97,K25,5.7082,135.11
2025-03-14,139.5,19.19,K25,5.7419,130.6
2025-03-13,142.76,19.25,K25,5.8131,132.64
2025-03-12,139.94,18.86,K25,5.8268,130.25
2025-03-11,140.28,18.67,K25,5.8346,129.11
2025-03-10,140.4,18.85,K25,5.793,129.43
2025-03-07,143.09,18.31,K25,5.7688,125.2
2025-03-06,139.95,18.13,K25,5.7489,123.54
2025-03-05,141.23,18.2,K25,5.7914,124.93
2025-02-28,138.87,19.51,H25,5.8488,135.25
2025-02-27,140.34,19.69,H25,5.8228,135.89
2025-02-26,141.82,20.64,H25,5.7757,141.3
2025-02-25,139.94,21.46,H25,5.7779,146.97
2025-02-24,142.07,21.09,H25,5.7258,143.13
2025-02-21,141.66,21.31,H25,5.7027,144.04
2025-02-20,142.12,21.05,H25,5.7019,142.26
2025-02-19,139.24,20.69,H25,5.7087,140.0
2025-02-18,142.09,20.52,H25,5.6979,138.58
2025-02-14,142.55,20.42,H25,5.7283,138.64
2025-02-13,142.92,20.17,H25,5.7788,138.15
2025-02-12,143.86,19.76,H25,5.7711,135.17
2025-02-11,144.89,19.87,H25,5.7788,136.1
2025-02-10,147.3,19.5,H25,5.7808,133.61
2025-02-07,146.71,19.36,H25,5.7557,132.08
2025-02-06,149.23,19.57,H25,5.7856,134.2
2025-02-05,148.54,19.76,H25,5.7997,135.84
2025-02-04,148.28,19.66,H25,5.7927,134.98
2025-02-03,150.05,19.26,H25,5.8687,133.97
2025-01-31,153.25,19.35,H25,5.8301,133.71
2025-01-30,150.21,19.47,H25,5.9006,136.17
2025-01-29,151.79,19.45,H25,5.8596,135.09
2025-01-28,149.63,19.23,H25,5.893,134.32
2025-01-27,150.72,19.17,H25,5.9272,134.68
2025-01-24,153.6,19.02,H25,5.8925,132.84
2025-01-23,154.79,18.69,H25,5.9399,131.59
2025-01-22,153.2,18.16,H25,5.9674,128.45
2025-01-21,153.57,17.79,H25,6.044,127.44
2025-01-17,152.8,18.22,H25,6.0609,130.89
2025-01-16,153.41,18.41,H25,6.0322,131.63
2025-01-15,153.37,18.01,H25,6.0377,128.89
2025-01-14,156.95,18.32,H25,6.0671,131.74
2025-01-13,158.36,18.9,H25,6.1079,136.83
2025-01-10,159.78,19.22,H25,6.0965,138.88
2025-01-09,158.18,19.1,H25,6.0896,137.86
2025-01-08,158.53,19.24,H25,6.1321,139.84
2025-01-07,158.99,19.45,H25,6.0741,140.03
2025-01-06,160.97,19.33,H25,6.1119,140.03
2025-01-03,160.07,19.65,H25,6.1563,143.38
2025-01-02,159.96,19.73,H25,6.2086,145.19
2024-12-30,161.27,19.13,H25,6.1923,140.41
